"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Japan","JPN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","610","700","810","900","1040","1210","1430","1680","1850","2120","2720","3620","4430","5170","5410","5940","7450","9450","10850","11120","10550","10270","10520","11470","13860","18180","24920","27010","27820","28580","30540","33350","36920","42090","43150","40040","34450","33780","36230","36770","34790","35070","38350","40560","39930","38740","38850","38800","43440","46880","49480","48280","43950","38840","37860","38490","41150","41580","",
"Kazakhstan","KAZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","1310","1280","1340","1390","1390","1290","1270","1360","1530","1810","2300","2930","3860","4980","6110","6790","7440","8280","9940","11840","12080","11380","8770","8040","8070","8820","8680",
"Kenya","KEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","100","110","100","120","120","130","140","130","160","190","200","230","250","250","280","320","390","450","450","390","340","310","310","340","370","410","400","370","350","330","270","260","270","340","390","430","430","410","400","380","400","450","510","580","700","820","900","960","990","1050","1130","1240","1290","1350","1420","1600","1750","1760",
"Kyrgyz Republic","KGZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","450","370","360","390","390","360","300","280","280","290","340","400","450","500","610","760","860","850","880","1040","1190","1250","1180","1110","1110","1220","1240","1160",
"Cambodia","KHM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","320","320","290","300","300","310","320","350","400","460","520","590","670","700","750","810","880","970","1020","1060","1140","1230","1380","1530","1490",
"Kiribati","KIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","870","860","690","660","790","780","590","540","520","550","640","670","720","960","1030","1020","1050","1150","1090","1340","1470","1300","1330","1340","1250","1310","1480","1700","1710","1820","1930","1900","2050","2090","2620","2980","3220","3470","2920","3020","3080","3340","3010",
"St. Kitts and Nevis","KNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1370","1670","1850","1940","2010","2240","2510","3070","3690","4390","4660","5220","5260","5710","6190","6710","7310","7690","8080","7830","8280","9120","9440","9370","9270","10390","11640","12440","13050","14850","14620","14690","15450","15470","16610","16490","16410","17080","17240","18520","19130","17400",
"Korea, Rep.","KOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120","120","130","130","140","150","190","240","280","310","340","430","550","660","810","970","1280","1680","1870","2030","2050","2170","2340","2480","2850","3530","4520","5380","6450","7570","8310","9010","10090","11820","13320","13550","10330","10430","11030","11950","12850","13790","16200","18520","20800","23440","23860","22040","22290","23590","25660","26980","28160","28720","29330","30300","32730","33790","32860",
"Kuwait","KWT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20520","20870","21480","19680","16870","17980","18660","18930","22600","28510","35220","42300","47580","51710","45000","42490","43790","49690","53060","51000","41820","35330","31400","33430","36290","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","450.493292498388","462.255796785779","497.748191549956","531.841388181878","562.569307222752","617.051339652251","681.530156679891","838.117265844981","1064.97024292887","1249.36284145601","1312.54673613681","1350.17470442987","1466.99938280166","1721.7886677255","2021.45718034194","2154.48446732168","2042.54428575575","1794.9286743341","1710.82613438662","1687.37561249695","1756.51190405331","1902.92345105118","2020.37697397718","2166.961933938","2268.32934632752","2645.61757666692","2928.91419581883","3165.94335270265","3411.07011358391","3618.0697611973","3921.23192611943","4191.62798796378","4170.69927274813","3946.51844390579","4017.00169088774","3872.29454519025","3640.71233784301","3650.67938316789","3927.71208707331","4378.21306179483","5032.71705928792","5862.61415818686","6743.12302155491","6878.49614107725","7627.68140974246","8469.40108555555","9354.78040932705","9799.02723745641","9627.84918357126","8812.61513036827","8086.35938760878","7949.16240394417","8219.63508411206","8293.53159268163","7180.54458341868",
"Lao PDR","LAO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","550","430","250","210","190","210","250","280","310","350","380","370","310","290","280","310","320","340","390","460","510","620","750","890","1000","1140","1370","1610","1820","1970","2120","2240","2450","2490","2480",
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1700","1920","2220","2610","3160","3720","4000","4250","4490","4600","4460","4200","3790","4730","4890","4860","5410","6060","6870","7470","7560","7560","7640","7550","7280","7220","7470","7710","7420","5510",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","180","210","250","290","330","390","430","460","520","560","630","630","630","620","620","610","580","530",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5170","5160","5140","6860","8600","10400","12200","12090","12380","4690","11550","10750","7610","5690","4550","5410","6800","7640","4850",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1530","1510","1660","1940","2500","2830","3330","3570","3730","3850","4400","4420","4510","4650","4850","4760","4930","5150","5250","4990","5010","5370","6000","6230","7260","7500","8090","8020","8170","8820","8850","8790","8840","8740","9450","10080","10700","11080","8790",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","489.832729367735","501.431041390532","537.589231221162","572.718252818204","609.074194105713","667.722518680839","735.492546217187","899.160049541791","1135.91951378257","1309.05491284342","1374.9192565732","1417.31510580157","1547.50976106138","1820.27940814389","2140.29745071161","2307.93192378456","2186.21588898337","1924.16637410393","1834.17136426294","1803.5093809079","1876.14802221306","2011.16944693256","2135.36674886631","2241.5262620357","2342.49177785026","2699.00227462533","2989.15039589804","3218.15702318271","3451.16179738709","3682.06823629016","3987.38346351795","4273.53333131094","4253.4518010604","4056.96922639976","4153.25939865237","4036.5909563288","3784.35921852671","3773.69800402314","4093.25433242808","4583.84854712829","5277.94383445376","6158.04142566981","7099.51321194095","7268.93209077793","8052.84365574934","8881.23807873914","9794.94215834145","10202.4738863014","10095.4331019061","9284.07563398058","8558.4251331998","8434.47367808411","8762.16036732602","8868.102105798","7715.11850464998",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","217.464243626548","244.911402367458","284.370327647931","300.84179359687","303.374751356531","292.304854963013","302.077125928269","289.325004917671","278.441305385508","255.514240102594","264.495824369738","272.244400580008","286.630653964243","286.093688557414","288.152734842015","298.574870520904","304.05793073223","314.866727018155","337.809910338289","388.609342550214","439.939604199336","487.549074260409","560.668280301201","654.838456734323","725.900331344707","790.381611075157","833.375411168677","904.786230331758","968.449029843624","1013.45238587422","1006.7553349944","996.645049816644","1008.54616594009","1062.60056584853","1109.85717268471","1074.74931903044",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","314.800882640311","320.594168637052","345.492398613876","391.842956749496","403.635223513724","372.061003535565","344.283894232934","332.060823899596","320.569353354062","303.395821067767","265.842166340111","263.053627879632","262.18805079593","267.881412445567","265.024365433569","260.645208283174","267.08926737246","276.950525181283","289.772399399701","304.554435466259","347.935537652959","392.023791067327","433.191724094314","499.178531518655","580.49559902302","644.29647481867","707.745677067699","711.937430130571","750.294479661796","789.029812277322","827.928744830473","813.748689052888","804.033232724786","789.755470870213","798.216433668271","820.858797545974","810.751972755762",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","5120","6500","8210","10150","11190","12370","14760","18510","22610","22620","20320","18770","19020","19730","22870","31170","41490","43620","45470","47570","54350","56680","62010","70050","78570","80150","77660","78660","78870","68260","65050","68450","78700","92710","104050","112190","121900","116440","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","130","130","130","150","170","160","170","170","170","180","210","250","270","260","260","240","260","280","300","310","310","330","370","410","430","460","440","460","490","550","600","640","690","740","800","820","840","870","830","840","940","1060","1210","1360","1550","1790","2010","2410","2850","3360","3490","3640","3760","3810","3870","4040","4010","3720",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","112.249823210194","113.237025120921","122.504172746986","132.313275439674","138.790677394612","149.26731138231","173.81516314766","216.99300052909","259.406779573082","284.643480720118","299.1161658809","324.512603094759","366.85223340061","421.285411843219","469.809388457051","502.177545419892","501.03391033711","477.630296728102","485.415195292293","504.983681515947","533.187664851466","547.690085922638","525.634763404668","520.442939964779","521.800630707124","523.730506814611","504.850276467672","503.212551875973","538.706551998427","589.83989749863","611.77258153366","574.526000457294","578.700611745859","588.164700338963","611.262508780746","626.918992830402","692.286897525486","803.750802142936","917.38944132992","1038.33807346755","1207.16265975872","1387.30081998029","1509.00924534098","1656.63290588823","1821.85267572192","2016.2609933759","2119.69343410411","2160.53690194959","2118.85170507387","2128.91234025734","2174.6417480441","2290.33629397684","2360.41068013222","2200.71995911578",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","176.273422031228","176.358902301084","181.055952216437","197.191583454359","213.42030763496","225.731387186647","243.872742905022","292.179186582223","361.855711536552","427.709779363837","447.988336824622","466.508868027027","501.901384759415","575.900360533924","660.602670853725","711.092379612957","706.941670599316","668.452444221013","654.617057984228","666.800571071496","699.323477229206","752.98625802487","792.92369172853","798.246628280578","833.095148871697","858.804505588808","896.124287576959","916.574635550025","939.49538816135","998.79081151496","1086.9381473823","1151.42632908961","1113.77020699341","1095.40288144054","1133.93451423058","1141.9703623208","1160.88969159896","1261.41561518277","1466.61448806038","1703.87808418572","1974.61462770434","2334.17914208585","2749.09943272315","2956.65579790159","3295.54736311628","3663.21141406425","4147.62071086834","4492.70646984405","4640.94451602865","4523.5297267724","4432.82607276721","4511.25587961057","4813.59874310156","5050.9104021599","4849.05415861677",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","80","80","80","80","90","90","100","150","220","230","280","310","340","400","440","510","610","540","490","410","390","420","500","520","550","580","650","660","680","690","700","690","620","610","580","640","590","670","810","1020","1130","1300","1290","1190","1270","1360","1500","1460","1350","1310","1270","1190","1230","1290","1100",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","193.972521377201","190.218479396993","194.963976055161","216.418768933406","240.780613649306","256.724760661024","281.46861974994","343.103771446864","411.018425341672","469.072282130615","477.503027210722","511.321237871215","558.102703941395","642.961158526361","723.832752987102","738.675697447947","717.201959052537","667.64730226256","683.18821318798","712.103357724464","776.121160646772","847.235498926476","922.480389065013","994.935989263687","1019.47974691242","1140.13987627433","1157.89572737106","1179.77630249223","1216.73822257708","1379.06644947709","1566.11350068732","1704.29059087287","1651.99803751749","1588.9576989382","1634.49163504038","1645.38966408845","1722.35870377233","1917.85829202609","2276.79850562975","2690.5603595499","3190.8315247409","3877.05075156063","4701.86308223251","5132.11397106027","5771.08581762771","6500.93115056422","7470.83520799227","8273.55722667475","8683.08084568714","8514.77643617791","8358.96523587462","8564.05060392412","9351.99295905338","10028.3833680912","9911.15876941773",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2860","2980","3210","3450","3820","4700","6020","7580","8820","10610","12680","12460","12570","13320","14100","15340","16070","15180","14890","15270","17440","19000","",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1630","1680","1870","1920","2020","2070","2240","2560","3030","3350","4070","5230","6890","7930","8510","9080","10650","12940","15480","15490","14930","13490","13060","13130","15610","20090","26020","28700","31500","35370","39210","40270","41570","46020","48610","50650","47100","46470","46460","45630","42630","46000","62800","73810","71580","86210","88000","71220","78220","76260","75450","75500","76470","72470","68670","66380","70840","","",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2720","2860","2980","3320","3600","3930","4670","5830","7380","8910","11210","13490","14080","12620","13170","13890","14970","15330","15100","14780","14830","16520","17730","",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","4770","4600","5220","6510","7490","8080","8980","9990","12570","14310","16030","17430","17490","17330","15700","14640","14720","15760","16290","17840","22220","23950","26190","34150","33780","36100","45260","54490","60790","69510","72140","62090","63730","69980","76510","75610","",
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","220","240","250","270","290","350","440","540","580","600","650","780","980","960","940","790","730","680","770","860","1080","1110","1160","1240","1270","1230","1350","1300","1510","1460","1460","1410","1390","1400","1370","1540","1830","2070","2240","2380","2700","2880","2930","3000","2980","3090","3060","3020","2880","2880","3090","3200","2980",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","580","510","490","500","590","710","910","1120","1280","1440","1870","1950","2380","2730","3140","3620","3740","3300","3180","3330","3920","4580","4570",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","500","510","520","480","430","400","400","370","340","300","310","280","290","290","290","280","300","300","300","280","290","300","280","340","340","340","330","380","450","470","470","480","500","520","520","490","470","470","500","510","480",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1860","1980","2070","2240","2620","3400","3770","3460","4540","4480","5420","5460","5960","6600","6630","6800","7320","7650","8070","8600","9210","9670","6830",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2360.10078488615","2572.17939044341","2731.29801490669","2752.75361997631","2748.70420307612","2905.00903662675","3002.71131990442","2961.36030024647","3163.10381903507","3631.77013968038","4133.04913343698","4730.2147987302","5442.20528633687","6342.06956249539","6539.33887105045","6961.52371850339","7361.98897858673","8283.38378349687","8773.77825787946","8752.15430397736","8077.80855005324","7686.67064904757","7273.19373270482","7396.76354614692","7516.18460119755","6917.78109613348",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","360","390","440","480","510","560","610","640","680","730","820","990","1210","1460","1540","1480","1590","1890","2560","3270","3000","2400","2200","2270","2080","2040","2090","2370","2790","3250","3770","4490","5310","4790","4620","4660","5000","5510","6210","6740","7100","7360","7820","8050","8690","9250","9780","8820","9040","9310","10050","10270","10500","10160","9390","8920","9180","9480","8480",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","2690","2590","2690","2830","2960","3110","3100","3130","3280","3440","3310","3450","3280","3470","3550","3570","3480","3880","4030","4250","4200","4390","4780","5010","",
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","182.439237973011","182.359579890504","187.195782986533","203.960171245925","221.004170338259","233.734070361259","252.446505859419","303.035087888901","375.040106161728","442.685337922307","463.313661615697","482.578561068929","519.397424795918","596.390753807851","684.264068370808","736.944294663057","733.182050984831","693.635571274182","680.175006076808","692.987187217343","726.406130808875","781.155177644786","823.352376958983","831.296406955104","870.617341673927","899.406051458981","940.52697359121","964.143153691641","991.825783767191","1056.57057123343","1152.33548426658","1222.3021090063","1182.81888625768","1164.2643251432","1206.48040098636","1215.60605337516","1236.37477860871","1345.6226224548","1566.68823554516","1823.11263341218","2116.88766431245","2506.34316721073","2955.97587228573","3181.58763536578","3551.12505991637","3957.39009344528","4490.06541578973","4870.91423029294","5036.25278951967","4913.98281659438","4820.68260594607","4914.40033683388","5254.39042909439","5522.53437148307","5307.82975724077",
"North Macedonia","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750","1460","1400","1790","2190","2210","2010","1910","1910","1820","1820","2080","2560","2990","3310","3580","4330","4610","4710","4810","4740","5000","5200","5110","4980","4920","5490","5840","5720",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","290","350","400","460","500","530","610","660","700","730","730","780","810","800","780","770","830","870","830",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","7940","8720","8570","8600","9250","10010","10530","10260","10710","11400","10950","10710","12170","14100","15660","16350","17580","20410","20310","21370","22120","22160","23370","24560","25230","23590","24140","27090","28340","25370",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","120","150","210","230","270","360","510","730","900","1040","1070","1120","1130","1160","1150","1200","1280","1360","1260",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154.30912729868","1312.56565658334","1423.0105736582","1474.44147214891","1521.0349000508","1595.94013902943","1637.78842083293","1608.08652749929","1662.53223973155","1883.44090901029","2129.5951550491","2422.11541088281","2839.75775356312","3359.95855610181","3678.56732815297","3996.39374226071","4095.81757497977","4581.66321254084","4745.24651173194","4613.82039286468","4161.9802415534","4084.88907067789","3853.65663888183","3662.56243483303","3525.2086222619","3162.57061315625",
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","2440","3100","3660","4320","5120","6470","6740","6920","7260","7000","7330","7320","7260","7090","7410","8450","9070","7900",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2590","3650","4330","4210","3820","3500","3230","3630","3790","3670",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","190","190","210","250","290","330","320","320","290","320","360","400","420","460","500","540","520","540","600","670","690","640","530","470","460","490","460",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","180","230","260","260","270","290","280","290","280","290","340","480","510","540","550","570","640","710","720","670","640","610","580","610","670","740","760","730","810","920","970","870","900","970","870","830","820","730","650","650","710","800","940","1140","1220","1380","1450","1500","1600","1760","1850","1750","1640","1510","1500","1580","1660","1640",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1010","1220","1240","1280","1190","1070","1030","1060","1250","1620","2060","2220","2430","2620","2990","3120","3230","3470","3780","3900","3780","3660","3900","3970","3960","4410","5170","5600","5930","6490","7400","7800","8080","8400","9550","10520","10820","10700","10640","10980","12270","12900","10230",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","60","60","60","60","60","70","80","90","110","130","130","130","150","170","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","410","450","490","460","410","370","350","340","370","430","550","580",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","240","250","270","300","320","330","340","350","370","390","440","570","750","860","920","970","1130","1450","1790","1930","1860","1810","1950","1920","1860","1960","2140","2260","2400","2560","2880","3230","3600","4050","4500","4620","3640","3380","3460","3550","3790","4160","4740","5270","5840","6630","7510","7600","8260","9050","10180","10840","11140","10680","10150","9950","10650","11230","10580",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3189.42006310191","3317.45475316513","3503.45709871004","3762.66832448717","4066.82260629227","4235.2832029468","4594.9505735966","4911.5264876192","5061.30864164993","5433.07949883231","6066.95118008274","7043.43140702563","7711.56561835313","8214.04909485793","8648.6939817661","9256.63835429716","10385.4677366745","11773.7162477825","12913.1244050957","13853.2807231579","13709.9741035333","14046.1097289746","15624.6036210663","16835.9037644383","18419.8753422888","20615.8591365378","22630.9340884491","22875.8003274624","23149.6598874413","23355.9096929989","24713.7869227305","25400.652398863","26624.7606458622","27959.871589325","29149.5002960833","30123.235343385","30862.529441275","32450.1561519872","34661.7951492637","35377.4130257652","35975.5336672289","38405.8013594043","42182.6926478697","45076.3845628653","46963.5791565159","47974.018500283","48663.3473368639","47306.4311091581","48558.0562042882","50254.5633602483","52598.1207357878","53827.6842327739","55483.9641331435","55835.1262871691","55937.1080460429","57798.0624395689","61632.7192511616","63921.605596663","",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1980","1840","1670","1320","1340","1600","1690","1850","1990","2150","2300","2200","2270","2460","2510","2500","2370","2240","2240","2090","2010","2280","2900","3530","4030","4230","4320","4250","4500","5130","5730","5950","5790","5310","4740","4620","4950","5180","4520",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","3990","5270","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14530","14760","15200","16070","16340","16780","18220","18240","17810","15730","14810","14020","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","390","360","290","210","220","250","270","330","320","340","360","420","390","300","260","240","240","250","240","220","220","220","250","280","330","360","380","440","480","520","520","550","570","590","560","530","520","570","600","540",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","560","640","760","970","1260","1450","1130","970","790","710","680","550","560","510","510","360","310","310","390","440","440","460","470","530","630","710","870","1030","1350","1610","1960","2040","2140","2180","2440","2690","2940","2820","2430","2090","1960","2030","2000",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","160","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","680","700","690","750","860","680","360","310","220","240","290","450","610","880","880","880","930","960","970","960","1000","1080","1160","1200","1290","1390","1380","1460","1570","1670","1740","1830","1890","1960","2030","1970","1900","1850",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2550","2890","3290","3850","5070","6370","7630","8350","9100","10460","12760","14830","14000","12350","11070","10730","10330","11690","14720","18570","19540","20320","21280","23520","24040","25370","27690","29750","29800","28260","28670","28810","27390","27020","30950","37280","42050","45910","49110","52670","53670","53900","54480","52930","52950","51980","49810","46900","47110","51250","53010","",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3120","3570","4230","5320","6750","8380","9150","9960","11110","13110","15650","16410","15750","14930","15140","15710","17550","20830","23970","25080","26500","27820","30780","30210","30850","32690","35790","37910","36100","35540","36540","38220","39890","44750","54140","63830","70020","78470","87470","87830","88490","90330","99110","104190","104370","92910","81370","75650","80320","81620","78250",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","70","80","70","70","70","70","80","80","100","110","120","120","120","130","140","160","150","140","160","160","170","180","200","210","210","210","200","190","200","200","210","220","210","220","230","240","240","260","280","310","340","370","430","480","540","630","770","860","880","890","880","990","1120","1230","1190",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8870","13000","14920","13690","12730","12370","14320","16630","",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17160","15790","15040","14080","13810","14170","16960","21500","25440","26400","28150","28630","29690","29680","32230","36700","39930","41680","40650","39440","38910","41680","42610","",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1444.38576421757","1529.76471324798","1644.11401550375","1779.5237336095","1936.08311486918","2055.2287450145","2248.37196980323","2441.47912432551","2579.66834041632","2807.1208399155","3212.23830323551","3917.87836601618","4565.9850174124","5099.62426961451","5376.93048642161","5751.80159373622","6563.39061481225","7864.35045897747","9070.98221280995","9433.61469235203","8957.41927051889","8553.76749784187","8843.67030594707","9254.37271783519","10402.1305818286","12464.5671620188","15140.7385291213","15930.2397928756","16664.6875107394","17316.7392350045","18794.355163689","19269.5719285677","20267.9768564222","21558.9472880683","22551.9552813902","22634.2315355836","21830.2975579619","22107.6753253968","23065.3095317799","23035.5485920441","22900.5364586604","24627.0014152046","28063.7012052851","30898.1950031419","32424.1799864452","33680.6704095521","35065.0291244167","34425.7713990146","35347.9230871217","36499.1213783769","37646.0861773308","38283.9838133388","38404.6431885637","37294.6560922423","36409.4319368935","36596.8917012896","38933.6802131322","40087.4470602406","",
